timestamp,high_cost,low_cost
1477886788.0,0.02340000355616212,0.03316200978588313
1477887010.0,0.041800085455179214,0.03752899792743847
1477887340.0,0.03829994238913059,0.03461450382019393
1477887624.0,0.029999995604157448,0.027489249696373008
1477888040.0,0.019700033590197563,0.03121662750345422
1477888401.0,0.03620004281401634,0.022670316884614294
1477888505.0,0.012699980288743973,0.03067311535232875
1477888896.0,0.03480000304989517,0.018876639346672164
1477889112.0,0.006499991286545992,0.02593831492731624
1477889403.0,0.029999995604157448,0.01986315233239111
1477889822.0,0.012399861589074137,0.0142735475282052
1477890064.0,0.008200004231184721,0.02053677393490716
1477890519.0,0.02500019036233425,0.012140341267894428
1477890679.0,0.003699999069795013,0.01708212933827724
1477891109.0,0.02020000829361379,0.010431019106640349
1477891303.0,0.004000001354143024,0.11014155472244067
1477891547.0,0.6321000109892,0.06923081300494692
1477891832.0,0.03350002225488424,0.04878732756848197
1477892428.0,0.028700014809146523,0.03497573562966069
1477892794.0,0.019700004486367103,0.022851845212622388
1477893176.0,0.011900003300979732,0.019279973679392985
1477893372.0,0.0158999755512923,0.015613965389869835
1477893705.0,0.020400009816512465,0.009702937178123606
1477894166.0,0.0041000021155923605,0.006791481614949114
1477894246.0,0.004000001354143024,0.012391742368646864
1477894513.0,0.019099999917671084,0.013317918429825906
1477894831.0,0.013699987903237345,0.014286952105688158
1477895114.0,0.016300007700920105,0.014201406395697148
1477895402.0,0.014299992471933363,0.01074472745260276
1477895766.0,0.007399998139590025,0.008912328981487342
1477896226.0,0.006499991286545992,0.006290176709494684
1477896318.0,0.0039000005926936874,0.008551124280009018
1477896696.0,0.010099989594891667,0.006159516531819277
1477896931.0,0.0039000005926936874,0.006817783236426201
1477897258.0,0.007299997378140688,0.005248903882651074
1477897661.0,0.004000001354143024,0.006226475876271001
1477898197.0,0.006699992809444666,0.005219232437424
1477898479.0,0.00509992241859436,0.004599571417663066
1477898839.0,0.004000001354143024,0.005953868247391566
1477899164.0,0.008400005754083395,0.005240949616678946
1477899353.0,0.004400004399940372,0.00622838237365007
1477899725.0,0.006799993570894003,0.005098262755410967
1477899904.0,0.0039000005926936874,0.007853108318627924
1477900239.0,0.010899995686486363,0.007544520008430406
1477900515.0,0.007800001185387373,0.009120295487836265
1477901044.0,0.010799994925037026,0.00660616157694174
1477901622.0,0.0041000021155923605,0.006953105088912016
1477901775.0,0.007499998901039362,0.007030517906244877
1477902037.0,0.008400005754083395,0.00531721272054875
1477902446.0,0.0042000028770416975,0.007880584423038186
1477902705.0,0.011200027074664831,0.009244385567763358
1477903472.0,0.010899995686486363,0.00816215803906764
1477903503.0,0.006499991286545992,0.019113121303098626
1477904033.0,0.02969999331980944,0.013406470059567306
1477904264.0,0.007499998901039362,0.00862930615672897
1477905546.0,0.0046000059228390455,0.006160665388489419
1477905888.0,0.0041000021155923605,0.004914228497673896
1477906286.0,0.0039000005926936874,0.005941137285272194
1477906569.0,0.006399990525096655,0.014940647564512945
1477907021.0,0.02449998282827437,0.009310219631372619
1477907160.0,0.004000001354143024,0.008089076009965801
1477907403.0,0.006400019628927112,0.005860550086673033
1477907726.0,0.0035999983083456755,0.008202309948256081
1477908059.0,0.011199997970834374,0.010967142062659297
1477908388.0,0.013599987141788006,0.014139628211235123
1477908601.0,0.01759998849593103,0.01641776013943062
1477908903.0,0.020800012862309813,0.015280926934493115
1477909498.0,0.016200006939470768,0.009642476965232457
1477909501.0,0.006700021913275123,0.013819296520448608
1477909813.0,0.023300002794712785,0.019529728639062188
1477910104.0,0.03199998172931373,0.015012782626380991
1477910429.0,0.010799994925037026,0.016112391650940215
1477910715.0,0.017600017599761486,0.01812420380314948
1477911010.0,0.020299979951232672,0.02199418814859421
1477911309.0,0.02720000338740647,0.0252990126377301
1477911601.0,0.034199998481199145,0.023223459941817154
1477911953.0,0.022899999748915437,0.029009728570244128
1477912219.0,0.03830000059679151,0.035996832358072904
1477912550.0,0.04569999873638153,0.030808383335536076
1477912834.0,0.028499984182417396,0.041126246665227094
1477913138.0,0.05370000144466758,0.04175303264455631
1477913407.0,0.04149999585933983,0.04943259115298159
1477913713.0,0.057600002037361264,0.05542826691626046
1477914029.0,0.06520000169984996,0.05996211649376171
1477914308.0,0.06580000626854599,0.07178910359968999
1477914617.0,0.08679999154992402,0.06477657090521236
1477914910.0,0.05719999899156392,0.08803225105918158
1477915201.0,0.1098999928217,0.06506420838325823
1477915501.0,0.0433000095654279,0.063812079856431
1477915812.0,0.06299998494796455,0.06805404742168164
1477916112.0,0.07579999510198832,0.056325052636274575
1477916402.0,0.05329999839887023,0.07237852481406477
1477916711.0,0.1061000220943,0.06196731783090307
1477917021.0,0.05630002124235034,0.0696656240039233
1477917305.0,0.08219998562708497,0.08289083800654196
1477917611.0,0.1067999983206,0.06849536595122557
1477917932.0,0.05750000127591193,0.049517727071427015
1477918214.0,0.03200001083314419,0.08187476991955066
1477918502.0,0.1386000076308,0.09200742342182769
1477918809.0,0.1320000155828,0.08893764049117105
1477919103.0,0.10389997623859999,0.08825487018248257
1477919409.0,0.11310001718809999,0.07718141378677545
1477919700.0,0.08589998469687998,0.07567265455998062
1477920014.0,0.09720001253299416,0.10532641859452832
1477920308.0,0.1615000073798,0.10306524616529983
1477920613.0,0.12420001439749999,0.09483455291880978
1477920905.0,0.1117000065278,0.08505523010588592
1477921206.0,0.08979998528957367,0.09772969196300485
1477921517.0,0.11419999646019999,0.10321078249593502
1477921804.0,0.1515999902039,0.10618739125954371
1477922127.0,0.1446999958716,0.11460763375590985
1477922408.0,0.1419000036548,0.10485578082194161
1477922711.0,0.1092000165954,0.09213190926550104
1477923025.0,0.10839998139990001,0.07577396955031043
1477923338.0,0.07929999264888465,0.0669709966875011
1477923604.0,0.07890001870691776,0.07794159936640782
1477923924.0,0.1350999809801,0.06813275922050885
1477924207.0,0.06770002073608339,0.07324046660660859
1477924508.0,0.08040000102482736,0.08499414879120212
1477924805.0,0.1004000077955,0.0979270348802131
1477925100.0,0.1179999962914,0.10061557081117298
1477925408.0,0.1066999975591,0.10611786694526104
1477925704.0,0.1160000101663,0.12059691222977652
1477926008.0,0.1522999955341,0.09414039133413143
1477926307.0,0.06819999543949962,0.0648741991041154
1477926603.0,0.03339999238960445,0.06939101830431814
1477926905.0,0.1584000128787,0.08366556014553411
1477927218.0,0.1944999967236,0.0760907824880645
1477927501.0,0.181799987331,0.07585541721355181
1477927828.0,0.1909999991767,0.08453972069041277
1477928105.0,0.2401999954599,0.11069976556793286
1477928410.0,0.3305000136606,0.095085986865347
1477928735.0,0.1806000072974,0.09573505072557925
1477929022.0,0.1682000001892,0.10431542491391808
1477929301.0,0.1407999952789,0.11068575648512305
1477929603.0,0.1137999934144,10.587542858467966
1477929900.0,26.0049999924376,94.24563534640687
1477930201.0,268.7944000062998,135.53428973985822
1477930500.0,191.42620000639,197.85360082568127
1477930803.0,295.0875999813434,239.71847442469323
1477931100.0,314.2604000167921,284.21391921130356
1477931400.0,316.1221999907866,303.7363575952518
1477931702.0,329.0357999503612,300.5640247869035
1477932002.0,313.0740998312831,311.0979364130045
1477932301.0,307.4254000093788,332.2925102887607
1477932600.0,386.9907000043895,398.5477751395631
1477932901.0,538.401999976486,365.01796354108785
1477933200.0,491.3345999957528,290.29327179148004
1477933508.0,270.5514999979641,285.3927219732718
1477933804.0,373.3105999999679,275.0947049681124
1477934100.0,336.1123999929987,287.56419655236084
1477934401.0,429.9198999942746,260.67925418528097
1477934701.0,340.5000999919139,227.6687611239558
1477935004.0,311.4664000167977,205.91147856999027
1477935300.0,290.2307999902405,223.18378325716043
1477935612.0,451.9348999892827,226.6521656259494
1477935909.0,357.9829000227619,193.91631481948167
1477936203.0,264.2871999996714,320.8034173894573
1477936501.0,591.148500010604,329.89221470579
1477936804.0,920.7425999920816,265.216067360176
1477937100.0,355.4334999935236,290.19419774071883
1477937400.0,685.4094000009354,215.17275889000675
1477937703.0,252.47349997516721,178.23891351030582
1477938013.0,255.3664000006392,168.89465273431688
1477938300.0,322.3666000121739,154.74118838065397
1477938600.0,377.287699986482,132.98580623162957
1477938902.0,294.9002000095788,165.21435110096837
1477939202.0,440.0083000073209,187.72003755712888
1477939514.0,560.3727000125218,199.09691470637455
1477939814.0,515.2166000043508,223.68418927809455
1477940103.0,557.8071999771055,174.76656260221378
1477940413.0,309.8728000186384,114.44241531785164
1477940700.0,98.2888999860733,169.37096967774232
1477941000.0,506.13769999472424,143.855506869465
1477941300.0,304.8611999838613,137.4952294862428
1477941601.0,323.7871000019368,149.33091868639775
1477941901.0,402.2909000050276,136.10900732801684
1477942200.0,236.9807999930344,129.98523765067296
1477942505.0,272.1089000115171,103.43832084006024
1477942805.0,186.5292000002227,113.0944163906637
1477943118.0,246.0676000046078,109.63037015324302
1477943401.0,254.15770002291538,157.72412708454686
1477943704.0,540.8331999788061,269.40936756707686
1477944001.0,631.4484000031371,195.68055977307233
1477944310.0,319.3795999977737,178.7293377906688
1477944610.0,489.3943000060972,184.62402489346678
1477944903.0,473.2451000018045,210.63847049585655
1477945210.0,626.4718000020366,187.58820931301037
1477945507.0,415.3404000098817,193.35167472420517
1477945801.0,485.9944999916479,159.29914139121428
1477946103.0,268.3958999987226,141.34690870427818
1477946422.0,327.1598000137601,127.86300843471804
1477946706.0,268.17339999252,139.45796425050196
1477947001.0,469.9334999895654,138.2523181187737
1477947304.0,346.6781000024639,123.46170898891532
1477947603.0,282.9874999879394,135.63710450609915
1477947902.0,362.2050000121817,171.9514641663793
1477948201.0,538.7626999872737,145.4860920626571
1477948504.0,264.2735000117682,135.44033202249062
1477948800.0,377.3680999875068,129.8829140759747
1477949107.0,251.7232999962289,97.33576698001583
1477949400.0,159.8534999939147,122.16532353023584
1477949701.0,436.7389999970328,147.62749182381924
1477950003.0,442.7879999857396,185.89245196534446
1477950301.0,456.2101000046823,184.42564994264455
1477950607.0,400.6479000090621,146.9836509818214
1477950909.0,275.287099997513,203.90935150773743
1477951206.0,476.8020999908913,180.0367896648008
1477951502.0,355.7069000089541,178.19915884432265
1477951809.0,388.9993999910075,259.7788213881518
1477952103.0,760.5031999992207,254.769190724536
1477952409.0,509.9704999884125,297.7349034149978
1477952703.0,705.144300009124,366.00298572566055
1477953019.0,1176.396399998339,374.99294877867993
1477953309.0,1116.4525999920445,328.5292364825766
1477953603.0,663.7476999894716,415.4250562822582
1477953905.0,805.2147999987938,393.25218015132214
1477954200.0,726.7717000213452,451.7375019810429
1477954501.0,1299.0601999918,591.92663497528
1477954800.0,2073.073899984593,438.55532153860634
1477955101.0,672.1209000097588,619.1470606962775
1477955400.0,2045.3125000058208,717.7097783878025
1477955701.0,2311.523299984401,835.993279195975
1477956000.0,2536.806499992963,959.8120596513047
1477956303.0,2584.574500011513,1267.0771778920612
1477956601.0,4128.4982999786735,1274.9821949662148
1477956900.0,3206.252600008156,1568.8169234190354
1477957200.0,4361.139599990565,1826.2397377735579
1477957500.0,5271.414600021672,2049.627886867156
1477957800.0,5982.67530000885,2111.6798174793394
1477958100.0,5510.877900000196,2308.2996788268224
1477958401.0,6578.994499985129,2233.710755434994
1477958701.0,4871.536100021331,2240.9612057406634
1477959001.0,6314.293800009182,2137.9722929391864
1477959307.0,6015.956499992171,2190.6715184337154
1477959601.0,6225.793699995847,1945.1085452871012
1477959900.0,4559.418100019684,2181.215328664779
1477960202.0,7083.34010001272,2450.00802626532
1477960501.0,7323.06769999559,2546.7710110937546
1477960801.0,8123.998299997766,3581.9213596427035
1477961101.0,9028.430900012609,3399.879735849596
1477961401.0,9647.250100009842,4021.886777892608
1477961700.0,14168.421000009404,4213.461142891734
1477962000.0,12121.795899991412,3587.530355524712
1477962300.0,8774.786399997538,3559.4484997663985
1477962600.0,10464.513699989766,3458.3694698502013
1477962900.0,10050.659500004258,4266.177738816066
1477963200.0,9798.133400006918,4868.748937559225
1477963501.0,10930.30279999948,4453.931414775622
1477963803.0,11968.646599998465,4858.33342937733
1477964100.0,11047.218699997757,5566.504174876511
1477964400.0,12855.295999994269,6423.552997297034
1477964701.0,15196.918499976164,6927.895956457772
1477965000.0,15867.21930000931,7622.126500200453
1477965301.0,17776.718699984485,7833.242444200545
1477965600.0,17495.524900004966,7074.45402808609
1477965900.0,13538.520100002645,7198.979756040524
1477966201.0,15449.420699995244,6679.287031860453
1477966500.0,14258.895900013158,6107.609915857035
1477966803.0,12623.77999999444,6117.281481901449
1477967100.0,14819.315400003688,6090.18233480958
1477967400.0,15359.049899998354,6268.222297330395
1477967700.0,15992.23550001625,6679.58774865745
1477968000.0,16988.134999992326,7785.177612262314
1477968300.0,22259.822299994998,8340.583896217635
1477968600.0,22812.376499990933,9356.718630243442
1477968900.0,23475.62969999853,9816.470405225933
1477969200.0,26509.1614999983,7906.62970256203
1477969500.0,15193.460000009509,7321.84813530081
1477969800.0,18613.38640001486,7038.937647622144
1477970100.0,19167.977999983123,6554.735937802503
1477970401.0,16769.566900009522,6461.278334879042
1477970700.0,18266.726100002412,5999.547911568524
1477971000.0,15681.737399980191,6463.156743836229
1477971300.0,20794.21980000916,7128.349837918469
1477971600.0,22880.746100010583,7555.440964956852
1477971901.0,23378.82909999462,9027.305650388982
1477972202.0,25540.867799980333,9290.172183225128
1477972500.0,28341.41429999727,9615.199855574854
1477972801.0,29727.38440000103,8398.552171818204
1477973103.0,21163.757400005125,10966.323714053022
1477973400.0,27425.471299997294,8483.756559016414
1477973700.0,16728.8367000001,10103.129871649551
1477974001.0,24312.322699988727,10435.942429711635
1477974300.0,22022.646400000667,9916.911388876062
1477974600.0,19871.14390000352,10952.162562436148
1477974900.0,27745.584799995413,10770.365115206667
1477975200.0,28458.829399984097,10741.180499508268
1477975501.0,24507.71320000058,13499.70062966237
1477975803.0,36379.8620000016,13078.928094824716
1477976100.0,39361.487999995006,16687.843277323147
1477976400.0,44646.97349999915,15314.80001043428
1477976700.0,35773.80019999691,13149.701324981368
1477977000.0,24499.44250000408,12494.933064494147
1477977301.0,25190.98670000676,11390.164494055954
1477977603.0,24344.815200020093,11289.847181086745
1477977900.0,25566.48939999286,11543.304534647656
1477978203.0,28072.817400010532,12966.690631395926
1477978501.0,37007.591900008265,13736.011687436268
1477978802.0,37418.32220001379,15157.372049565607
1477979100.0,37041.745100024855,16629.258700685317
1477979400.0,40295.88409999269,17845.183472386198
1477979700.0,40808.51719999919,22200.48520406748
1477980000.0,62009.95429998147,18987.19613817133
1477980300.0,34559.32410000241,16173.329370929669
1477980601.0,39582.111700001406,15185.121433731307
1477980900.0,31803.212300001174,14197.608764940476
1477981200.0,30532.41029998753,14225.999246505356
1477981500.0,34860.73740001302,14030.554936824035
1477981801.0,35241.85190000571,15352.613290840594
1477982100.0,41600.76870000921,16520.3554357641
1477982400.0,47923.21300000185,17467.850427618556
1477982700.0,46326.3235000195,17556.118067813375
1477983000.0,43466.765399993164,18810.697695998027
1477983301.0,51125.63819999923,23101.345609999735
1477983600.0,71381.82670000242,19820.456396578466
1477983900.0,40395.421199995326,16479.092326061047
1477984200.0,31994.38530000043,14863.384433002999
1477984500.0,35744.82249998255,14203.775562136827
1477984801.0,37055.34510000143,13282.489639048195
1477985101.0,34419.45779998787,12836.133207771443
1477985400.0,33114.02880001697,14505.119451748082
1477985702.0,47671.649299998535,13690.97873577807
1477986003.0,36212.11849999963,17937.954874097282
1477986302.0,50338.08510002564,17866.95642081865
1477986600.0,50765.19540001755,19478.132586148953
1477986900.0,59835.74660000159,20686.053573064466
1477987201.0,58043.59249997651,18530.025756518102
1477987502.0,45492.10299999686,17322.06747226451
1477987801.0,45879.67840000056,17166.952886227104
1477988100.0,52235.90050000348,15570.731270912012
1477988400.0,41506.82179999421,13663.29499117816
1477988702.0,36970.19459999865,13853.841585643917
1477989002.0,44258.49949999247,13468.003326910595
1477989303.0,41993.9114000008,16107.023485470587
1477989601.0,62213.84320000652,16651.98883887556
1477989900.0,52217.0780999877,19688.976979186707
1477990202.0,77406.235500006,20000.96672155298
1477990502.0,65461.43019999727,22359.628804727618
1477990801.0,95030.52639999078,19853.148442234924
1477991101.0,67221.65650001261,18900.826995355583
1477991400.0,63555.03589997534,17517.873593777906
1477991700.0,58966.865100024734,16668.305574780457
1477992000.0,59504.55380001222,16178.986889382539
1477992300.0,54897.43320000707,16499.267846410603
1477992600.0,60935.85169999278,18905.47015919267
1477992900.0,84629.71959999413,19965.18219576816
1477993201.0,92989.35359998724,26878.38468218289
1477993500.0,121665.3929000022,26345.31702099809
1477993800.0,104176.96199999771,23748.625514205072
1477994100.0,77430.91289998847,23709.175525013936
1477994400.0,80630.54830001784,18781.917212194938
1477994701.0,43035.03699999419,19170.63104583262
1477995000.0,70408.07900001528,18718.837220679663
1477995303.0,64074.53230000101,19234.744744614196
1477995600.0,68626.18140000268,17892.84527253835
1477995901.0,58992.18650002149,16095.110924153754
1477996201.0,49487.87879999145,16339.985598174706
1477996501.0,59124.042099982034,17561.313055012884
1477996802.0,67390.92060000985,19421.6138793427
1477997101.0,76715.70369999972,18484.119189451634
1477997401.0,57124.02449999354,18985.318934968767
1477997700.0,71090.8000000054,19821.799599487033
1477998001.0,72237.81769999187,17310.66531379855
1477998300.0,52437.56890000077,16625.776730788795
1477998601.0,56301.739399990765,17928.687213252495
1477998901.0,67867.33380000805,18930.01568836717
1477999202.0,73295.03870001645,16737.615698392496
1477999500.0,51492.46189999394,16777.300155089117
1477999802.0,63178.43160001212,17199.98805755208
1478000100.0,65400.41950001614,16219.977816908126
1478000401.0,54974.8147999926,16067.05218230559
1478000701.0,59075.64039999852,16377.436367195092
1478001000.0,60209.71510000527,18413.13711789774
1478001300.0,75092.11739999591,18373.52498892398
1478001600.0,68159.244999988,15965.565936452738
1478001900.0,51344.62419999181,15827.541030169363
1478002202.0,57566.79320000694,17117.155882974686
1478002500.0,39402.00480000931,14809.254019655087
1478002800.0,48105.85980000906,13671.12370800054
1478003101.0,47738.20479999995,14384.341843658774
1478003400.0,57676.770499994745,14667.753661890605
1478003702.0,59656.10600000946,13559.958466904865
1478004000.0,43962.7120999794,13422.772305259095
1478004300.0,48087.15320000192,14930.097194605896
1478004602.0,62155.61170000001,15629.159629358173
1478004901.0,63169.41219998989,16404.523454662627
1478005201.0,64987.713000009535,15065.686761195646
1478005503.0,51659.64989998611,13439.90323671087
1478005800.0,42837.03809999861,12838.084764020487
1478006100.0,47440.38360001287,13471.309194163638
1478006400.0,53562.13919998845,13225.620482955354
1478006702.0,51440.59109999216,13050.677531431542
1478007000.0,47102.75449999608,13172.627729826547
1478007301.0,50728.33240000182,13860.859157117404
1478007600.0,56462.99820000422,15035.125946846834
1478007900.0,61567.187299981015,14018.838103626993
1478008200.0,50199.66100002057,15693.87752979605
1478008500.0,65844.97879998526,16807.09873453287
1478008800.0,70052.4860000005,14021.71549556214
1478009100.0,40099.67229998438,13161.385605600759
1478009400.0,47488.55330000515,12769.514462819254
1478009700.0,45827.64399997541,11584.987103042391
1478010002.0,38048.58270002296,9918.325253800005
1478010301.0,29377.935200027423,9600.760850897865
1478010601.0,34626.82340000174,9616.898859317702
1478010900.0,39060.70990001899,10342.868487965226
1478011204.0,44404.61929998128,9653.14693803138
1478011500.0,33185.86090000463,10176.66784090308
1478011800.0,41979.7856999794,11388.484590604628
1478012101.0,48395.97900002264,11736.522543526002
1478012401.0,47246.83129999903,9500.199851597532
1478012703.0,27327.402999973856,9774.356925838563
1478013002.0,39643.94300000277,9186.276066769231
1478013300.0,34254.03440001537,8186.902517278371
1478013603.0,28768.976400024258,7399.484176708581
1478013900.0,25161.62479997729,7802.467516283254
1478014200.0,35941.494800004875,7350.271066401494
1478014504.0,28059.256799984723,7216.546680942348
1478014800.0,27881.743300007656,7239.062234301788
1478015100.0,30210.19390001311,5983.929747045607
1478015402.0,18249.928499979436,4663.773275480772
1478015700.0,12111.083199997664,4463.735468155788
1478016003.0,19084.13199998904,2245.3182620915304
1478016300.0,60.5913000181317,1128.6532910610176
1478016609.0,29.8535001929849,566.6395715321228
1478016900.0,12.8695999737828,566.6395715321228
